login,2026-06-04 07:41:28
admin_vizualizare_restaurante,2026-06-04 07:42:10
admin_vizualizare_utilizatori,2026-06-04 07:42:20
admin_adauga_restaurant,2026-06-04 07:42:25
login,2026-06-04 07:44:46
client_adauga_in_cos,2026-06-04 07:45:09
client_vizualizare_istoric,2026-06-04 07:45:57
client_logout,2026-06-04 07:46:06
login,2026-06-04 07:46:07
curier_preia_comanda,2026-06-04 07:46:21
curier_finalizeaza_comanda,2026-06-04 07:46:25
curier_logout,2026-06-04 07:46:27
exit,2026-06-04 07:46:28
